analysis,variant,season,target_team,target_rule,old,playin,difference,expected_champion_old,expected_champion_playin,field_sum_old,field_sum_playin,beta,h
training window and rating specification,"Bradley-Terry ratings, 1-season training window",2025,OKC,baseline SRS strongest team,0.5511876911867137,0.5598779884971374,0.0086902973104237,1.225831139117882,1.2314690135061053,7.754852777682295,7.566141464828487,0.999162251916958,0.16266138320557796
training window and rating specification,"Bradley-Terry ratings, 2-season training window",2021,UTAH,this model's strongest team,0.2446094234606146,0.24411098644420048,-0.0004984370164141105,0.6842156133282845,0.6858591230850587,6.4035236764284305,6.304910952697326,0.906442541972681,0.31455919493839374
training window and rating specification,"Bradley-Terry ratings, 2-season training window",2021,UTAH,baseline SRS strongest team,0.2446094234606146,0.24411098644420048,-0.0004984370164141105,0.6842156133282845,0.6858591230850587,6.4035236764284305,6.304910952697326,0.906442541972681,0.31455919493839374
training window and rating specification,"Bradley-Terry ratings, 2-season training window",2022,PHX,this model's strongest team,0.4464639088816328,0.44874833797460434,0.0022844290929715516,0.7843677251715111,0.7872446402389655,6.726550511358202,6.564041241207779,0.9129993003675517,0.21038669136212326
training window and rating specification,"Bradley-Terry ratings, 2-season training window",2022,BOS,baseline SRS strongest team,0.05837235381074287,0.0579913324496216,-0.00038102136112126705,0.7843677251715111,0.7872446402389655,6.726550511358202,6.564041241207779,0.9129993003675517,0.21038669136212326
training window and rating specification,"Bradley-Terry ratings, 2-season training window",2023,MIL,this model's strongest team,0.28196393929209207,0.2773606780490351,-0.004603261243056989,0.6267222404738539,0.6272068253855352,5.269409309965805,5.216006715790024,0.9946641474312816,0.2020351685407569
training window and rating specification,"Bradley-Terry ratings, 2-season training window",2023,BOS,baseline SRS strongest team,0.20433408374289308,0.21014922222514035,0.005815138482247267,0.6267222404738539,0.6272068253855352,5.269409309965805,5.216006715790024,0.9946641474312816,0.2020351685407569
training window and rating specification,"Bradley-Terry ratings, 2-season training window",2024,BOS,this model's strongest team,0.4706050973912043,0.4794059645457707,0.008800867154566405,0.8851735951759002,0.8910048231189559,7.755476179499615,7.588339577347641,0.9186811891662185,0.2435313438209217
training window and rating specification,"Bradley-Terry ratings, 2-season training window",2024,BOS,baseline SRS strongest team,0.4706050973912043,0.4794059645457707,0.008800867154566405,0.8851735951759002,0.8910048231189559,7.755476179499615,7.588339577347641,0.9186811891662185,0.2435313438209217
training window and rating specification,"Bradley-Terry ratings, 2-season training window",2025,OKC,this model's strongest team,0.5429601142463053,0.5515316056973734,0.008571491451068058,1.2190503804537407,1.2246769573040397,7.754852777682295,7.574839218623247,0.9683851567837861,0.2389814609151335
training window and rating specification,"Bradley-Terry ratings, 2-season training window",2025,OKC,baseline SRS strongest team,0.5429601142463053,0.5515316056973734,0.008571491451068058,1.2190503804537407,1.2246769573040397,7.754852777682295,7.574839218623247,0.9683851567837861,0.2389814609151335
training window and rating specification,"Bradley-Terry ratings, 3-season training window",2021,UTAH,this model's strongest team,0.25274035005152357,0.2519832389950181,-0.000757111056505444,0.6910538856020381,0.692563790928149,6.4035236764284305,6.307924510595985,0.9449186468800863,0.33422279968571805
training window and rating specification,"Bradley-Terry ratings, 3-season training window",2021,UTAH,baseline SRS strongest team,0.25274035005152357,0.2519832389950181,-0.000757111056505444,0.6910538856020381,0.692563790928149,6.4035236764284305,6.307924510595985,0.9449186468800863,0.33422279968571805
training window and rating specification,"Bradley-Terry ratings, 3-season training window",2022,PHX,this model's strongest team,0.46916929757939146,0.47076318117716376,0.0015938835977722943,0.8014680473990461,0.8037474522166634,6.726550511358202,6.574681999540262,0.9504089660529128,0.28736149926299337
training window and rating specification,"Bradley-Terry ratings, 3-season training window",2022,BOS,baseline SRS strongest team,0.05665515654716147,0.056307662581396314,-0.0003474939657651527,0.8014680473990461,0.8037474522166634,6.726550511358202,6.574681999540262,0.9504089660529128,0.28736149926299337
training window and rating specification,"Bradley-Terry ratings, 3-season training window",2023,MIL,this model's strongest team,0.26562269439481995,0.2613334395025071,-0.004289254892312855,0.6119779434102136,0.6125822291911656,5.269409309965805,5.2151049186331875,0.9166813330971278,0.19715154782627203
training window and rating specification,"Bradley-Terry ratings, 3-season training window",2023,BOS,baseline SRS strongest team,0.1964075044991361,0.202028673343112,0.005621168843975899,0.6119779434102136,0.6125822291911656,5.269409309965805,5.2151049186331875,0.9166813330971278,0.19715154782627203
training window and rating specification,"Bradley-Terry ratings, 3-season training window",2024,BOS,this model's strongest team,0.49408832358740895,0.5024235516093025,0.00833522802189357,0.9017239252415784,0.9071762805924678,7.755476179499615,7.589901669650454,0.9687599043933848,0.24041400699265622
training window and rating specification,"Bradley-Terry ratings, 3-season training window",2024,BOS,baseline SRS strongest team,0.49408832358740895,0.5024235516093025,0.00833522802189357,0.9017239252415784,0.9071762805924678,7.755476179499615,7.589901669650454,0.9687599043933848,0.24041400699265622
training window and rating specification,"Bradley-Terry ratings, 3-season training window",2025,OKC,this model's strongest team,0.5350328615379997,0.5439346501021143,0.00890178856411461,1.2127441977974975,1.2186785478412288,7.754852777682295,7.571527697063941,0.9535783678834585,0.21798981263634584
training window and rating specification,"Bradley-Terry ratings, 3-season training window",2025,OKC,baseline SRS strongest team,0.5350328615379997,0.5439346501021143,0.00890178856411461,1.2127441977974975,1.2186785478412288,7.754852777682295,7.571527697063941,0.9535783678834585,0.21798981263634584
