season,team,conference,position,rating,wins,losses,qualify_old,qualify_playin,title_old,title_playin,title_difference
2023,POR,Western,13,-3.964375202137327,33,49,0.0,0.0,0.0,0.0,0.0
2023,SA,Western,15,-9.817513317673356,22,60,0.0,0.0,0.0,0.0,0.0
2023,SAC,Western,3,2.3016637048196977,48,34,1.0,1.0,0.04759256900390032,0.047685045549857516,9.247654595719718e-05
2023,TOR,Eastern,9,1.591223707675705,41,41,0.0,0.27229353521437916,0.0,0.0043056970699327235,0.0043056970699327235
2023,UTAH,Western,12,-1.0269008020279091,37,45,0.0,0.0,0.0,0.0,0.0
2023,WSH,Eastern,12,-1.0570539164190889,35,47,0.0,0.0,0.0,0.0,0.0
2024,ATL,Eastern,10,-2.3770495020138798,36,46,0.0,0.14090108434760154,0.0,1.822178830086646e-05,1.822178830086646e-05
2024,BKN,Eastern,11,-3.020513552083483,32,50,0.0,0.0,0.0,0.0,0.0
2024,BOS,Eastern,1,10.744763909859701,64,18,1.0,1.0,0.5777229261428682,0.5837762411961143,0.006053315053246022
2024,CHA,Eastern,13,-10.117351362056002,21,61,0.0,0.0,0.0,0.0,0.0
2024,CHI,Eastern,9,-1.7652338781411092,39,43,0.0,0.20133598171498107,0.0,4.621578018587806e-05,4.621578018587806e-05
2024,CLE,Eastern,4,1.9768619182901737,48,34,1.0,1.0,0.0075162893607208315,0.007423828701920291,-9.24606588005401e-05
2024,DAL,Western,5,2.2984002195854845,50,32,1.0,1.0,0.006908554479826781,0.00685737177087522,-5.118270895156096e-05
2024,DEN,Western,2,5.227230832334524,57,25,1.0,1.0,0.04097498189942105,0.045976695225829055,0.005001713326408003
2024,DET,Eastern,15,-9.060248102232455,14,68,0.0,0.0,0.0,0.0,0.0
2024,GS,Western,10,2.766690148503551,46,36,0.0,0.2052692488185866,0.0,0.0014675110905804742,0.0014675110905804742
2024,HOU,Western,11,1.239484074006403,41,41,0.0,0.0,0.0,0.0,0.0
2024,IND,Eastern,6,2.751338034169615,47,35,1.0,1.0,0.011649100702450156,0.011733765456846864,8.466475439670822e-05
2024,LAC,Western,4,3.4110434601244215,51,31,1.0,1.0,0.016738653901334624,0.01667430929158407,-6.434460975055303e-05
2024,LAL,Western,8,1.073280730314605,47,35,1.0,0.688431924853232,0.002204217427277329,0.0015297780015411436,-0.0006744394257361854
2024,MEM,Western,13,-6.568511266959039,27,55,0.0,0.0,0.0,0.0,0.0
2024,MIA,Eastern,8,1.0959553360744545,46,36,1.0,0.7865612760022641,0.0024751989577458835,0.0023243030771249408,-0.00015089588062094277
2024,MIL,Eastern,3,2.444059722223167,49,33,1.0,1.0,0.010340337950565567,0.010411273819392714,7.093586882714678e-05
2024,MIN,Western,3,6.384586008174258,56,26,1.0,1.0,0.07932651952089523,0.08110090242137016,0.0017743829004749356
2024,NO,Western,7,4.460441376455642,49,33,1.0,0.8648591758709859,0.020633072256057802,0.017896167505167895,-0.0027369047508899076
2024,NY,Eastern,2,4.356326468361749,50,32,1.0,1.0,0.03627384351694521,0.03791364579257859,0.00163980227563338
2024,OKC,Western,1,7.3612907015989055,57,25,1.0,1.0,0.16557622765354102,0.1533520436723186,-0.012224183981222408
2024,ORL,Eastern,5,1.4766313796780466,47,35,1.0,1.0,0.004708009168374981,0.004649342638459958,-5.8666529915022206e-05
2024,PHI,Eastern,7,2.507463392780083,47,35,1.0,0.8712016579351533,0.008581090586007522,0.006917256932825217,-0.0016638336531823042
2024,PHX,Western,6,3.077379055857416,49,33,1.0,1.0,0.008370976475967634,0.008680102216205297,0.0003091257402376632
2024,POR,Western,15,-8.285793168866396,21,61,0.0,0.0,0.0,0.0,0.0
2024,SA,Western,14,-5.797559602906974,22,60,0.0,0.0,0.0,0.0,0.0
2024,SAC,Western,9,2.2934029816303356,46,36,0.0,0.24143965045719548,0.0,0.0012510236207785937,0.0012510236207785937
2024,TOR,Eastern,12,-6.445216952103983,25,57,0.0,0.0,0.0,0.0,0.0
2024,UTAH,Western,12,-4.215689068361582,31,51,0.0,0.0,0.0,0.0,0.0
2024,WSH,Eastern,14,-9.29346329429763,15,67,0.0,0.0,0.0,0.0,0.0
2025,ATL,Eastern,8,-1.4116876666474734,40,42,1.0,0.7353236166734892,0.00011538904654567544,7.438671264141563e-05,-4.1002333904259803e-05
2025,BKN,Eastern,12,-6.949557981268,26,56,0.0,0.0,0.0,0.0,0.0
2025,BOS,Eastern,2,8.282842237667603,61,21,1.0,1.0,0.1443283701843161,0.14089212342886476,-0.0034362467554513443
2025,CHA,Eastern,14,-9.104359187365745,19,63,0.0,0.0,0.0,0.0,0.0
2025,CHI,Eastern,9,-1.825990261953838,39,43,0.0,0.21279086473060219,0.0,1.5229527647928276e-05,1.5229527647928276e-05
2025,CLE,Eastern,1,8.805884400692824,64,18,1.0,1.0,0.20071085305409223,0.19166315002172993,-0.009047703032362298
2025,DAL,Western,10,-0.7405004790820292,39,43,0.0,0.12830979827397687,0.0,1.0996529743185906e-05,1.0996529743185906e-05
2025,DEN,Western,4,3.9665071627826016,50,32,1.0,1.0,0.007412352254222448,0.006807015586087719,-0.0006053366681347296
2025,DET,Eastern,6,1.7335820789175926,44,38,1.0,1.0,0.0017053610038168852,0.0016055752968238274,-9.978570699305787e-05
2025,GS,Western,7,3.5570855699737582,48,34,1.0,0.8321779281859527,0.006510076319367268,0.00428627167203014,-0.0022238046473371277
2025,HOU,Western,2,4.964833044623927,52,30,1.0,1.0,0.021303835332953866,0.01885176324575573,-0.002452072087198137
2025,IND,Eastern,4,1.6798741357970424,50,32,1.0,1.0,0.0022279716451911293,0.002105741202895254,-0.00012223044229587535
2025,LAC,Western,5,4.840681439950201,50,32,1.0,1.0,0.013261013478791855,0.012241609917492229,-0.001019403561299627
2025,LAL,Western,3,1.4493910075282297,50,32,1.0,1.0,0.0015713801439315575,0.0014009518906714688,-0.0001704282532600887
2025,MEM,Western,8,4.792562090123983,48,34,1.0,0.8337952524673746,0.008325711921985068,0.009166126934661052,0.0008404150126759841
2025,MIA,Eastern,10,0.10926464612219815,37,45,0.0,0.2388993586346081,0.0,9.920377843789473e-05,9.920377843789473e-05
2025,MIL,Eastern,5,2.1205844549644657,48,34,1.0,1.0,0.002843442020188246,0.0026959880939820637,-0.00014745392620618214
2025,MIN,Western,6,5.147454644342238,49,33,1.0,1.0,0.024197821521803588,0.022247133378526858,-0.0019506881432767298
2025,NO,Western,14,-8.589597415106645,21,61,0.0,0.0,0.0,0.0,0.0
2025,NY,Eastern,3,3.5886592267031685,51,31,1.0,1.0,0.0085127287185639,0.008056933903499212,-0.0004557948150646883
2025,OKC,Western,1,12.701883251453953,68,14,1.0,1.0,0.5567780167077634,0.5775640774459249,0.02078606073816147
2025,ORL,Eastern,7,-0.697448412844678,41,41,1.0,0.8129861599613005,0.00019567664646700982,0.00015396734156956286,-4.170930489744696e-05
2025,PHI,Eastern,13,-6.290432075531339,24,58,0.0,0.0,0.0,0.0,0.0
2025,PHX,Western,11,-2.5539886299645045,36,46,0.0,0.0,0.0,0.0,0.0
2025,POR,Western,12,-2.6647781057599427,36,46,0.0,0.0,0.0,0.0,0.0
2025,SA,Western,13,-2.4498516547084415,34,48,0.0,0.0,0.0,0.0,0.0
2025,SAC,Western,9,0.5844821760720795,40,42,0.0,0.20571702107269574,0.0,6.175409101487838e-05,6.175409101487838e-05
2025,TOR,Eastern,11,-4.398472753326332,30,52,0.0,0.0,0.0,0.0,0.0
2025,UTAH,Western,15,-8.514041577570833,17,65,0.0,0.0,0.0,0.0,0.0
2025,WSH,Eastern,15,-12.134865366586059,18,64,0.0,0.0,0.0,0.0,0.0
